origin,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04
DE,0.007584331644242992,-0.17927089439952293,-0.06498225760801613,-0.042147647281881695,-0.14570537939828487,0.09017787736862681,-0.0007720877087231681,-0.006362277722948506,0.07259329234731093,0.03019739970749291,0.019722988334252678,0.032308321056521816,0.13977262256296785,0.08992306024248675,0.0962977954024471,0.1796574904665902,0.14283498198694966,0.16720292794755842,0.12175318583731287,0.29957318377824027,-0.10873480392976298,-0.10035219891111902,-0.06889741096017887,-0.08408856603721415,-0.015882061360087518,-0.010359822103772953,0.06769038117016235,-0.04503318724390515,-0.05040747940959733,0.017820029469215237,0.05238494297371066,0.05716761063029829,0.032677990963840386
