origin,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-29,2021-05-30,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13
DE,-0.099,-0.099,-0.1013,-0.1053,-0.1053,-0.0916,-0.0746,-0.0183,-0.006,-0.0011,-0.0245,-0.0255,-0.0307,-0.0575,-0.0478,-0.0479,-0.0499,-0.0139,-0.0003,0.0086,0.034
