origin,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06
DE,-0.0313,0.0124,0.0237,0.031,0.0542,0.0613,0.0653,0.0583,0.058,0.0574,0.0582,0.0492,0.0445,0.0405,0.0383,0.0343,0.031,0.0326,0.0396,0.0398,0.0364,0.0347,0.033,0.0431,0.0526,0.0565,0.0379,0.0446
