origin,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23
DE229,0.45097059430570186,0.38422738430222125,0.5479272671549422,0.30102942743841266,-0.07957497275158565,0.2145820081869656,0.17779491622118448,0.15307182868585034,0.23247320840567554,0.17947780296935556,0.1482875340416696,0.36980539590625594,0.3632507482605625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09755882829392659,0.1700613025987523
DE22A,0.09960451056183794,-0.1795998628421075,0.06960099512008422,0.03849822840010897,-0.08253445470407184,0.23693658909749615,0.18385445081886664,0.09978674902566365,0.2597287632696763,0.21587726852294842,0.18956118833469615,0.27423591915152223,0.31676222986407043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07143268621464371,0.010748872199682236
DE22B,0.035249427791412824,-0.12285383133266503,-0.019465528521982578,-0.03521528371827776,-0.18713548380913125,0.138230980858004,0.06458668879808127,0.021730138157350476,0.11324242435535736,0.08267934084337059,0.03555983271552132,0.12639756166523686,0.1838281670194284,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.06641182717803362,-0.0335672724264402
DE22C,-0.09101251048019854,-0.3335339212382473,-0.13449127288207752,-0.12648250685577545,-0.2489332285086887,0.1432730172222494,0.04976081925594822,0.0439001134327377,0.1824729935738929,0.11847765006385691,0.04767165639028148,0.06252067123918992,0.18628914874171132,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.07358315533708149,-0.002633612257311513
DE231,-0.0625812408129548,-0.33236176653315885,-0.13467105303764415,-0.16176330432615116,-0.26730496521399816,0.0909009406637058,-0.008984845641078376,0.0017371867293511922,0.08975426630183336,0.07077652345124275,0.012184482745980718,-0.015380076329339243,0.1373755206752918,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.185848262667482,-0.18172430968086783
DE232,-0.1970889263448612,-0.40266489963205654,-0.23364296086361735,-0.23156593904612,-0.3065423362916767,-0.03359544948840576,-0.13606700059170784,-0.15086577449248284,-0.05308844045980654,-0.08267983415688529,-0.10727060498472396,-0.05391580714799715,0.0022629162362748367,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2711913968433075,-0.2752540124146241
DE233,-0.030280551434429648,-0.33395524119814723,-0.07997504159733781,-0.039526442409150375,-0.1929980319912401,0.18751139558762842,0.07776369971491914,0.05450999349880803,0.29043097286810915,0.0836855241264558,0.08813784662136492,0.11315310516269372,0.2403101519091808,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.10758881683143562,-0.020395405824401136
DE234,0.002924123706153914,-0.20425837450828266,-0.08479100302277409,-0.13399844963551533,-0.22834455562411138,0.07979526560469163,0.010762397423383474,0.01395089987548892,0.09084010508119289,0.06536827151144964,0.01638317854534077,0.05827543346657005,0.14186720290916233,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.10182467943316975,-0.11486460992818603
DE235,0.24784183734926324,0.027171732609900134,0.20207708686394654,0.2097019198339265,0.020032189548122803,0.29766278747903274,0.24304701693351327,0.20972879647020504,0.32753902145463587,0.2678051536088297,0.2046245434413736,0.27292093481459645,0.34510732629417307,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08659468838229878,0.09389736291484674
DE236,-0.06169150902887233,-0.29691223416213297,-0.1707073438180644,-0.16065999345151782,-0.2976290733637591,0.030858395086646784,-0.05626519497570104,-0.051805131659805714,0.07380513466121119,0.0321351498855893,-0.06564268674867857,-0.02439697115685191,0.1070384360312564,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.13290365769173884,-0.14381915000295686
DE237,0.03425869579142904,-0.11851219031346516,-0.08607373009855956,-0.07707879613550672,-0.18986406619385343,0.11152105646499733,0.072271267904225,0.07387819486259684,0.17478258964754323,0.07205979909021987,0.006269727816100801,-0.0006878209831254756,0.15190664390076924,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1109554915219213,-0.08005572993402088
DE238,0.012893264167418428,-0.15473056899559212,-0.06898929201106385,-0.08601556970983726,-0.21645491750013723,0.162934446548618,0.07412751204285084,0.039179339400832625,0.16001067231073463,0.11521804182909268,0.0727482896909648,0.14451700106572551,0.19710960286413326,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.06549373055608798,-0.0973538464079069
DE239,-0.016831376063000225,-0.19728834522532313,-0.09002011369736318,-0.09573195053849226,-0.2122640352275933,0.0841526194577229,0.0032349417038803896,-0.02534614821260872,0.07728309807026501,0.051504431265265715,0.0031123380849411575,0.03173488537539715,0.13122205879506876,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.10530569440742932,-0.12440872629520172
DE23A,0.3728089517504476,0.10941234072813333,0.2789807374329918,0.19571824439081076,-0.030625630293517725,0.42927802436490703,0.3351258095339209,0.3226200659904681,0.4577004231706321,0.39171256753483386,0.30840005618766675,0.34846037775907424,0.5186042119180281,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15348232296422126,0.1536164582990187
DE241,-0.10091341612430782,-0.2965817283671296,-0.159868849000545,-0.09760991023496357,-0.2350180639874856,0.036824673774665806,-0.0884019924024444,-0.08225944831052678,0.029337179595953833,0.0033139361122342947,0.021883644394878665,0.05980110991098364,0.08094466104392106,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.21122334553230704,-0.20411037255938502
DE242,-0.02731116579684645,-0.28207879001055225,-0.08097760272045607,-0.032216276807241706,-0.16342926003500413,0.113235979563854,0.036782504325346244,0.01402015446738858,0.15198733731973268,0.0833425075330374,0.10286684150416647,0.1759676354976616,0.16715011697838267,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.12328943090083622,-0.12844807430919636
DE243,-0.10309031108674793,-0.4166959361324435,-0.2035159495118226,-0.16067165830199004,-0.23657526075671842,0.10141360288752477,0.0011915450647377313,0.003468891325202117,0.17178170357783618,0.10772955059090461,0.035550845977386336,0.10705937353903683,0.19318590872386587,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.13214402591190955,-0.1142250239824586
DE244,-0.03192972362976565,-0.29076920579785426,-0.08191164925418204,-0.09790464505492402,-0.12799890609850084,0.16583038781916604,0.0742567374744807,0.03527832481431492,0.16261422844065,0.11220484328763813,0.05916070778137761,0.07334112323794839,0.20612007810762045,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.13466168109409415,-0.1256315506088701
DE245,0.016263597812058217,-0.1380346801924318,-0.09136305558202207,-0.10918015064388986,-0.3224067236028363,0.08408242407749156,0.006695837680437355,0.003956425542376074,0.10917535849539473,0.06225401455574198,0.030267307342327854,0.0689091621062714,0.13649468053441272,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.12518880705087276,-0.1030949746993629
DE246,0.1229611876705945,0.01236282760474805,0.0360475166773786,-0.052383161546684986,-0.23207120414884352,0.07201039386154728,0.059017712412887446,0.033791907016451406,0.12166081452092525,0.08027304359389187,0.027601508764144578,0.13577431199606305,0.15219582980051727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.056548781113069935,-0.07025458475780966
DE247,-0.04182769420479571,-0.2814670514670514,-0.15646603034434992,-0.13246859838134917,-0.3037404560192448,0.041315316645745614,-0.008114664708107955,-0.036412701107571555,0.10193362193362199,0.03106291799233807,-0.035058647522674624,-0.011590053341700712,0.12387703364591784,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.13679642117914137,-0.11706571710682101
DE248,0.06722078227221662,-0.07221785422419835,-0.048258567846196754,-0.08371503714653206,-0.2707652363400329,0.08137236426913219,0.025698547376838077,0.026242171036690687,0.11522090235523308,0.07676929506826413,0.023313048319287377,0.10919164522335811,0.13991876796747515,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1129818014896421,-0.10887123420440115
DE249,-0.040138048608079124,-0.27456334552387396,-0.13930521574282617,-0.19572443333236422,-0.31680379728382246,0.05369591387415262,-0.013944638699501799,-0.043040395850225566,0.06067058367596023,0.006679683069494624,-0.0838687482435484,-0.06280212955781939,0.10446695442415699,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1535245470704576,-0.15785775172040994
DE24A,-0.050066774018037274,-0.3196352411696788,-0.15382683057188673,-0.1670354647859077,-0.2863117164002569,0.05780573642840503,-0.037841629599016824,-0.04324648131151865,0.049282499587643525,-0.013067878140032074,-0.06719925126182436,-0.01734480078402212,0.06691682301438395,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1968482528358112,-0.1913474062553241
DE24B,0.028976925242445217,-0.19139200458640115,-0.0634052721338888,-0.10140974443131345,-0.2723375946450126,0.09271429887249627,0.039571557544355374,0.008537757370429055,0.14347897634075268,0.06502520154107061,-0.010960944982441156,0.028626687150224983,0.15854946984022056,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.12979372742973783,-0.14862687233650118
DE24C,0.014096308867204144,-0.14915867644294045,-0.06350350371414748,-0.05813245041263826,-0.32132784620697596,0.10874223206177547,0.05809740682719888,0.0003341111582519929,0.18328750705019736,0.09648892068769599,0.03405727086423238,0.09539397950961215,0.18533840611107477,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.10478743735094775,-0.12296351294017815
DE24D,0.14982134594009255,-0.14419666410702436,0.027848560374972076,-0.07052198033117596,-0.20032528760612156,0.2569174288962359,0.17253903614342514,0.14501748376847967,0.29004926005443155,0.18875548694293576,0.058468521476002344,0.10515062078055015,0.3256171712852389,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.004967148866121485,-0.0067979181673766265
DE251,-0.22832017311632402,-0.5034469471691475,-0.26830302792286853,-0.20982643201163176,-0.37767083176296645,-0.01243139826283779,-0.1491611622786616,-0.13476369161352697,-0.04184920548495996,-0.104378902721596,-0.14665939680327955,-0.08195865827849125,0.0180722350468423,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2258349613917574,-0.24207893060767205
DE252,-0.3002518321833195,-0.524403444741405,-0.38201178988927675,-0.2981589941431627,-0.44036217282978607,-0.2437329337657601,-0.3151541050157577,-0.2916490542897796,-0.20977542763903656,-0.24312180766191416,-0.241821416435125,-0.2489679213910917,-0.2329912693170878,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.4294256598353602,-0.4221314647345641
DE253,-0.24754335593566745,-0.4609953633472421,-0.30511669484443926,-0.24654896293113548,-0.37841710986486765,-0.10998285394748053,-0.21289532922499388,-0.19357794838492748,-0.1198283831681295,-0.15545385646825627,-0.16911839381274174,-0.17401134035552424,-0.0578373754318916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.3572417685547965,-0.34636621055442196
DE254,-0.21260973468591493,-0.4192288692431225,-0.3005396180414466,-0.24506285665598937,-0.3618923715657223,-0.1338893147998046,-0.2230452628246289,-0.19591786968396407,-0.1034675387451065,-0.12117919544900446,-0.10301208852067256,-0.09533987752471274,-0.0655705610375068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.31890942981586046,-0.30937621927428793
DE255,0.08228437424561164,-0.21692859180610513,-0.025128376869837044,0.0164953957026559,-0.1406916153481762,0.23661608932150013,0.09400516676661907,0.1158280741685922,0.22094739583979361,0.17870060281312794,0.12658481249165887,0.20507961957511944,0.2702027431486349,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.08015408036167371,-0.07009920566495387
DE256,0.1297570133019228,-0.07763997651966481,0.03652626472814968,0.04905936034386027,-0.257034743513615,0.23162854280586043,0.12527509374439183,0.1246336334816438,0.2435735071877303,0.19544521060290787,0.11116433932900693,0.15026236381924174,0.2876560086822224,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.002262144267188071,-0.018924527346931286
DE257,-0.04511819618448709,-0.2811676932974575,-0.16384408344361545,-0.10080606189472874,-0.27961679756465807,0.07303623927078262,-0.04796374188920405,-0.01850409735911762,0.09147973455699665,0.05272764469335178,0.02135967370923786,0.05775084956648757,0.12370916987989178,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.16553523101503143,-0.15490135383913584
DE258,-0.028189400222197847,-0.24194922402159247,-0.1373978863615658,-0.0730783386145546,-0.22020715262849322,0.07155965685298527,-0.041799411297919975,-0.007499178493748704,0.08429487179487172,0.057567038173038876,0.03908402976633951,0.05543426672994789,0.14227962499675373,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.14688625071828687,-0.13971474173408238
DE259,-0.027899842255136975,-0.21321467824058493,-0.13143108900913314,-0.13780897310009577,-0.2735787693508521,0.08173426899222558,0.0028906497291161237,-0.006304672935488531,0.1068456586591302,0.06284040239329314,0.022966141760919268,0.08052927948856148,0.14486794980054163,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.10796118943042432,-0.11534580951795625
DE25A,-0.01894487197080852,-0.21451278560710363,-0.1437772285522788,-0.10179573559527622,-0.3235394038224474,0.108966065875433,-0.008584570052822649,-0.010506944224523473,0.126026793310954,0.07617711126005355,0.0182148984161139,0.027556953301689946,0.158272196195971,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.10610514211793454,-0.11790578937552998
DE25B,0.04905266987574164,-0.08161842180884693,-0.07938156537036722,-0.06812492239414558,-0.3106881868387289,0.09656493483600292,0.017797107254753364,0.021021073547520475,0.1250905189754592,0.08485883925097681,0.03040146760180895,0.10776046412168316,0.18572228816314706,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.10642856120974553,-0.12863819545505428
DE25C,0.38025531477251784,0.4167352989622797,0.251751718938233,0.16578000709327667,-0.24314899860316952,0.28754171570835574,0.19332036603156366,0.16571034329080936,0.32576090338402963,0.26937134802455276,0.2744959858502951,0.4434434384138437,0.42521202962360194,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09137527076610219,0.05037303039522789
DE261,-0.10635088732710762,-0.4415633031623645,-0.20175252997001714,-0.21260834448422605,-0.2893035035880118,0.006926200143300587,-0.10080494048718691,-0.07945829723051245,-0.014705553693150075,-0.05114126031469168,-0.0859402312152665,-0.07240185732376525,0.08924448690390885,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.15279090021377106,-0.12018762769701441
DE262,-0.17332072101589047,-0.4693922574951812,-0.28203528690101165,-0.22928549276593446,-0.3011823913490861,0.012561873717252148,-0.08583007060164416,-0.0978476269995191,0.006769466570678784,-0.07347452252477049,-0.10816714534201688,-0.10033488615741515,0.050784739828564573,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1982492058634191,-0.1689927232565145
DE263,-0.17227932812035618,-0.4185510958334737,-0.2406905211619833,-0.161202359058913,-0.2718489872910542,-0.014231955323382506,-0.12299697853719527,-0.13759902436024884,-0.019552005751581114,-0.05016144519832433,-0.05115633271141584,-0.03807731612996168,0.031544745748447456,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.23330641800375074,-0.2193934021336995
DE264,-0.039872082911490914,-0.3456792520336929,-0.14607097432597516,-0.12602084090633714,-0.24040518150323842,0.05972316160179125,-0.0284092528996307,-0.03354763355936441,0.07623609420026578,0.021240014679489327,-0.008478735005452598,0.0014497665311041796,0.12365895468432964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1062813451694421,-0.09778159738249403
DE265,0.20236645718774549,-0.14598467805076265,0.021906424298989924,-0.028299880501488683,-0.10964264893762166,0.33353822175146663,0.21862318123329705,0.20378043990573458,0.2800220017641053,0.23086104542374697,0.13739290705446305,0.2065404795276664,0.4411869625109075,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.007195882411164978,0.002960526315789469
DE266,0.1362714721829863,-0.07430991445120327,0.052069485312522534,0.016130512897853277,-0.11121641732591836,0.25166154277914554,0.12461823858109189,0.12154850321228405,0.3117684123791291,0.36572124664171013,0.2751957300040655,0.3548131902561291,0.5089232182265822,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03254869578987862,-0.012245409395361562
DE267,0.16704900154187508,-0.07274077676922364,0.021441269955285724,-0.010960744923444454,-0.2428881284795903,0.19070341587082473,0.13100377265136998,0.14593910220249962,0.23478569503690605,0.18283740669575788,0.0671082636551199,0.14803968396902323,0.2438362346445091,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.035376337435834015,-0.00042620936908477347
DE268,0.07222735606169173,-0.16378669736773244,-0.04651760717618603,-0.021539636698476472,-0.2501529327675358,0.12700383401609083,0.0803253431509865,0.10751083459757571,0.16132712334502064,0.10598110728093402,0.016742005692282014,0.08530750755004934,0.2230401942714002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.048856496858617815,-0.03528347853588387
DE269,0.07002006805688854,-0.2106691475314253,-0.017624756236840677,-0.03752198037081267,-0.14018155546486366,0.18381734482540324,0.07494003109944991,0.07714303844658965,0.2032351276730746,0.14914420678885265,0.1040558466684589,0.20570587132284013,0.2959012019643843,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.08748026149253252,-0.09247963449167529
DE26A,0.11777691270579749,-0.15094591267235724,0.031034466699886742,0.026954495030422576,-0.09311489895390934,0.24116183284709103,0.14441987888109198,0.12094813998974563,0.2540114084044649,0.17936561898951697,0.14451553623253366,0.2265484707693184,0.2993982752702935,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.054835143708545586,-0.04482919048252032
DE26B,0.24811752670680365,-0.05263087743305628,0.13409273794071153,0.12093550258821173,-0.013369616658779004,0.3169328665718558,0.24159352075647722,0.2325588220496737,0.3387551815600882,0.2927832300171047,0.21244808728189812,0.23464053693585174,0.3725567953907305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.023364287834457098,0.03820708044743326
DE26C,0.1396655188761633,-0.11325358072375658,0.006394893866771056,0.0506267789014716,-0.065150218458628,0.2545628933679649,0.16023387379533194,0.15775881428250615,0.2652511077059103,0.2330192947275751,0.19056643428884912,0.2745732174226385,0.3213593116629445,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.02778119975614457,-0.015900641265563786
DE271,-0.18713324315347102,-0.3992477169811812,-0.2865580795631234,-0.20758150069151216,-0.34339987442569686,-0.05135398591052698,-0.1514377220251345,-0.17293232177843676,-0.07690264588015028,-0.11965044180666695,-0.0942661079699526,-0.022447901613530163,-0.05501116511230786,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.3533072550518631,-0.34517866684638454
DE272,0.13593456204484067,-0.21486039296794213,0.004644169093435346,0.036027274886071936,-0.17700551132884257,0.3208305702917771,0.21790634135157338,0.23528457302116035,0.35700103412616335,0.28965149698319337,0.18271459749188645,0.281307409675444,0.3757460212201591,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04948508760197945,0.06629697149020242
DE273,0.037975069027123665,-0.22619553849513285,0.00026896319859304185,-0.018213013844013082,-0.1477103090025801,0.23421381454682821,0.1279817486717607,0.10518515510800719,0.30677155761915165,0.2334962629632502,0.18463007947925747,0.23611386758018438,0.33821520936855265,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.007987542744217535,-0.0027610849439662077
DE274,-0.15031432828227775,-0.44467596991827985,-0.28662099186200185,-0.2734192773440228,-0.3984639799376971,0.06559136844120506,-0.024190451811084146,-0.04803953632036051,0.13125458148942526,0.027144049523544656,-0.03152366719275945,-0.013352011128308638,0.14032436719679464,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.13355030992302208,-0.13358043533558628
DE275,-0.009435811283774354,-0.1942783365044849,-0.1468957303830961,-0.11866921356631821,-0.30232089737233514,0.09341677315345653,0.000950685993509337,-0.02902421951560974,0.12329808001186082,0.04512386361799248,0.0257261957411572,0.08323779127416953,0.12351634481099505,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.13946789878589472,-0.1376228475430491
DE276,-0.03327317243791539,-0.2896517615301415,-0.15467497249129514,-0.12055713513057542,-0.3103126867823899,0.10799563647615451,0.007993129778539831,-0.02476390346274926,0.11595777134774843,0.05228503814220664,0.019738898730220056,0.06320193605824898,0.1479130389480814,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.14266303004450676,-0.14462539349422876
DE277,-0.08021659533451542,-0.24260548103367285,-0.17553539184405198,-0.19168676934496198,-0.3785211267605634,0.013944932129917875,-0.07790805719518956,-0.09467492606348504,0.04993384464787076,0.019377010348643697,-0.015531638522917057,0.021398967370306554,0.10113635086378392,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.18827084155007257,-0.15155751915440974
DE278,-0.014924998273296408,-0.3012714971567718,-0.17592160378379218,-0.18071224235311378,-0.3850032588208353,0.09371130499138935,-0.005720269941057121,0.013157481649849645,0.16721086929451978,0.11117671607647961,0.04130418836646377,0.049719036798252514,0.1981504675424488,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0787011696813038,-0.04780771428392028
DE279,-0.11511583083599641,-0.3510936636424219,-0.2040093600484717,-0.20333170721156968,-0.3712426392591509,-0.010914179777388289,-0.10674016961567612,-0.12288555357979247,0.0010121250304206963,-0.016977623634122363,-0.03419181347822642,0.015964214278826327,0.057324090304678554,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.21774190133838034,-0.16879510231827466
DE27A,0.5752159987080452,0.5803083578219044,0.511599861900617,0.20350775829567214,-0.11878766183401945,0.27020567660450423,0.2488866463374504,0.21778052916319002,0.3950615186877524,0.287368282850877,0.32734670694745716,0.32486670897266934,0.4638743029266903,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14301384288002117,0.15025973676419135
DE27B,0.17310591993700197,0.12531734469684386,0.0881191611625396,-0.05185272516090722,-0.33882608608967846,-0.017610645911906753,-0.024013126755230152,-0.056756406068930954,0.060574281199432534,0.020660665255570088,-0.012451203856532755,0.04990579580118437,0.116004395014905,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.13095200530118967,-0.1319670334095454
DE27C,0.025918449737585725,-0.22963495389132726,-0.1448789246954385,-0.18422768297166936,-0.37867261774617944,0.027976575798988268,-0.02619253827978507,-0.038355630420558784,0.09256296930676422,0.047130404928570124,0.017040380913537545,0.06928308088994783,0.08835922702534216,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.16118291052494382,-0.14358860133921736
DE27D,-0.01037903021655584,-0.25994867991533266,-0.1494643623035833,-0.1342001700998976,-0.3151488570375959,0.08319358617996375,0.012507743134420712,-0.011867228192913415,0.0869572278492663,0.024203610558739763,-0.02759654610716289,0.018199680707356114,0.13517665571661563,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.16285102209374358,-0.15738077156161068
DE27E,0.3916736006581838,0.3561316965003054,0.3533333818065483,0.13559273651798942,-0.21912454691793481,0.1898456633665786,0.1483425633359381,0.13899645665242466,0.2623324870649484,0.19309365752219465,0.24875256433190351,0.29737904341838095,0.3630137683505057,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0356893434051726,0.023066351286917586
DE300,-0.08792953573044715,-0.04174528699847935,-0.06168691788309988,0.05575643849573586,0.01826536263326517,0.04025380359796582,-0.07527429680316566,-0.052191290514779776,-0.040429385893544834,-0.042924236944715255,-0.04622112434991987,-0.055787638245878846,0.06213429498852863,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.11814024443646742,-0.09873023269940151
DE401,0.21572241860883357,0.26948037589828644,0.22102979185058347,0.2838533917861843,0.18576852523356502,0.4263606883238511,0.2249441482890575,0.280677992772723,0.2803869541182975,0.2198119529031366,0.1858390695152512,0.1226398191203446,0.46895088588885137,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14848260302152227,0.16263621394088923
DE402,0.01873766311876368,0.07919624706802186,0.030599668241028777,0.11107548258834088,0.10320843216636044,0.19772106379771226,0.034034897246995044,0.06275213625995346,0.03493979671618441,0.04562149205044963,-0.0010089997648518034,-0.014975061380511634,0.20787663299861392,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.08692361380379987,-0.03228303884777928
DE403,0.2969250660520546,0.4290784703985955,0.3988681899733646,0.39534009064069053,0.15640690779601063,0.287333048728426,0.28110688699012565,0.3571167575467986,0.45581546704606524,0.44873264149601266,0.30498147695432243,0.0560589222994623,0.31083734829541987,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2151917792750404,0.31879953904098035
DE404,-0.09473473532834709,-0.04180921036203189,-0.06937552961691251,0.01879032783679846,-0.033182567886959946,0.046494521754748996,-0.10145581143412097,-0.06731503376500148,-0.04913824532664768,-0.05434298113706604,-0.064931890764518,-0.09576439781673496,0.06281379097992601,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1394200138875964,-0.10125546997966439
DE405,0.1421495554105605,0.2688097289432585,0.21847996530210523,0.29643462406528354,0.2013008543247674,0.3127629882926932,0.1905094025232088,0.1877610504407794,0.2658873712933605,0.2571576323453013,0.13840898077422503,0.042220438720713016,0.3280362830632877,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11006903118305167,0.13134319828165109
DE406,0.05460822711733937,0.08029876732675478,0.09932961186447331,0.1272147206978822,0.09239682309421915,0.16141880066884084,0.06500737042480043,0.0763034570193113,0.08151932474455803,0.11152404188180043,0.08640035622753017,0.04168782186117359,0.19425635325718682,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06710106317538922,0.1057820742115867
DE407,0.26246783043822197,0.30870287763491655,0.328736290140208,0.31471908913694957,0.2515923946043124,0.3478549723496216,0.29256202992331226,0.2993567877327932,0.30261173795154384,0.37862180574400717,0.3087352464819466,0.18414629790577797,0.3661627314421607,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1649154608464103,0.18561523951334924
DE408,0.11180649065326298,0.18816168209737327,0.1584283572656091,0.1865937991359703,0.16157667053881086,0.26674602282906745,0.10285453359425967,0.16092524245909945,0.19621735838328846,0.1611863583416473,0.12329369380371569,0.10180408615312864,0.2750480540026783,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.05980952380952376,0.11583793537694964
DE409,0.11248584865556643,0.16135316720221105,0.13869336138680177,0.15964158548359908,0.08904072283177711,0.23491758125974616,0.11198641870107973,0.1252813488636415,0.16118463923780424,0.17007561698230478,0.0786381678765371,0.0060790733422497745,0.2581569637575707,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.035888099233087,0.08388559001597473
DE40A,0.05261301572129495,0.15234643572108686,0.13115147382841852,0.18211855726438375,0.14512155265605742,0.22458335220595083,0.08232023628240093,0.09133502657781656,0.14507407913486503,0.14903270474398722,0.09455657305812482,0.08231201448073011,0.23030711906913104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.052356130457337,0.06611792745205669
