origin,2021-06-02,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23
DE11B,0.2155100917950814,-0.15610172249266718,0.07019621446827506,0.1541162179778388,-0.04361428754978802,0.32694775892642536,0.20591884396438487,0.2080216521496394,0.3822816761432346,0.30783462322117083,0.2866242667246044,0.3411473724784788,0.4199512918543109,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.012398838774550391,0.023225895194209922
DE11C,-0.04766934600038464,-0.33719665826813416,-0.19143737028854524,-0.11905600951478978,-0.2797410686102225,0.06560807869765828,-0.04315692427924245,-0.03813242400837691,0.07768200503911937,0.03678479918688793,-0.0023273058314795536,0.022317285177873902,0.14017236876469052,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.15033946735374204,-0.12981692406790635
DE11D,-0.08776228321122881,-0.358227597195504,-0.19226220489430368,-0.12038357622458162,-0.32822766696843153,0.009138579750970433,-0.09607730606837739,-0.081967062255489,0.03387580016822911,0.003783398966863194,0.0032297895286674816,0.03282605203983291,0.10572053932168202,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.18136449727424164,-0.14940236064955248
DE121,0.011805213969503292,-0.26345609065155806,-0.06949510194385056,-0.0856840416470257,-0.25965642224462226,0.08857514817779721,-0.0018395721925134056,0.014756517461878893,0.1599026973765243,0.07704830978633015,0.07187337187089082,0.133098848306775,0.24386062796658825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.09752584670231734,-0.10482117524612022
DE122,-0.15259214012979394,-0.4272859036701826,-0.1951388076821502,-0.12230133096007123,-0.24865303795922244,-0.033519627609108205,-0.12537707006369425,-0.12361978311918564,0.021288380730662526,-0.03298300198794102,-0.0065448036558902745,0.02400781712982858,0.018412001897533115,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2875707006369427,-0.2744795633489926
DE123,-0.022226295956818465,-0.309140702174003,-0.12062750750652373,-0.07849252586352684,-0.2322900455357657,0.11080684677487018,0.012546099452507509,-0.0031887157551685474,0.1364420991161015,0.06497429917783992,0.054940233868536525,0.0592920568757187,0.15742783833517904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1590661738335465,-0.152366839800387
DE124,0.08105736619831139,-0.20467511245030723,-0.021497590524444443,0.016315595562449214,-0.14007869970473497,0.20579985779530374,0.10167114059140347,0.07724999332374494,0.20329605381854088,0.1266665777444107,0.1491191761693147,0.16650576698338493,0.26903514549808727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.05665007119208798,-0.04440091102268784
DE125,-0.17878626272412035,-0.4129286115795391,-0.23677139313766016,-0.19894452662942053,-0.2658073127859285,-0.0733422367368125,-0.1786316364604299,-0.14912634111238676,-0.03135060554959379,-0.05817558668294609,-0.04693076320904388,-0.036373795656408525,0.0012084477799165771,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.25615137831034984,-0.23853693866572268
DE126,-0.0930468259357784,-0.40351145845804315,-0.17790189356610786,-0.13410927193681865,-0.18608075806726998,0.037778345436630945,-0.0755089225105573,-0.044057277652116644,0.06660968296085112,-0.0010683420173306368,-0.010669027280200027,0.014397302373228671,0.0970871802357407,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.17906546903244336,-0.14830638284836073
DE127,0.10080658681519283,-0.23041264380347837,-0.01902873418177886,-0.015755861967580276,-0.10566393994041523,0.18433652530779754,0.093153417337134,0.08990928226812955,0.226209079859639,0.13497854850921143,0.10744166137003353,0.16749862909927593,0.2777262067617745,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.079585290155479,-0.06479891213233235
DE128,-0.08658332652103962,-0.3468226200058555,-0.17699848172227195,-0.1705339417384657,-0.280083226878693,0.0053126072978118,-0.061528779239365505,-0.06538770152153572,0.03366574281697621,-0.008867520535679518,-0.05466874560299595,-0.07826552279553445,0.074413067034099,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.17277052356071565,-0.1633434578567704
DE129,0.0063478781024355335,-0.3380018475094152,-0.10797624029612041,-0.009714925991182288,-0.14878820251785752,0.15870554022817096,0.048578086438972656,0.03510618476836136,0.1731613728416117,0.09106805124362127,0.10580459723451408,0.10476235363120301,0.21787338751770924,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.08676671571888817,-0.09785930722487901
DE12A,0.058601643123481706,-0.25517311655824626,-0.06768965157987172,-0.06209663529244891,-0.2419668432254245,0.12675274717699136,0.0723306976831819,0.046839849612427154,0.17292261773668138,0.1373707005611038,0.139431211436561,0.1692603734937832,0.2628569261950393,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.03585133174650024,-0.05669859050330328
DE12B,-0.0310976142619942,-0.35388098149931047,-0.16926108288296948,-0.09902052582297927,-0.24796803386177435,0.041248709111495474,-0.04741242389482048,-0.053674735646246585,0.07547883928930488,0.03795944759250114,0.0503598068405382,0.028197587608252528,0.13323711288897733,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.14883746580781787,-0.1647666695796557
DE12C,0.08121870007115906,-0.21528574623227037,0.02333129981565718,0.03266407658675141,-0.1299722570517441,0.21368330595607476,0.11712465409614525,0.06958821712920082,0.21136679412120518,0.15383008633608752,0.15666186100777413,0.1763454342610602,0.3104429032061813,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.024627338343929273,-0.0012754930787717278
DE131,-0.11839570169132396,-0.33259681959471177,-0.11444782295225853,-0.09334367320862624,-0.19089472363693738,0.048596463760671504,-0.06921691593227774,-0.06306708539861516,0.09801358075748068,0.06259364910190901,0.06670758999443871,0.1421790895758268,0.14444892049882396,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1707530381150888,-0.17448408944719818
DE132,0.08713324563830693,-0.04926791782538997,0.09173111673292378,0.003656780162980766,-0.18762220324996037,0.1460201789061084,0.06888190514387005,0.050788145486936775,0.1786774964647786,0.12747813516443807,0.10435540286930989,0.14119343448836386,0.2538777125694929,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.03859854300641552,-0.03410044286481595
DE133,0.06490558278594682,-0.14514023721244163,0.02906571918458556,0.07250753320794256,-0.14472063360892184,0.220319724282535,0.11202747198394647,0.0783929623331443,0.22210196745390598,0.19041472523661818,0.18218973921758774,0.20444391240379822,0.288006101943896,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.03906561338552639,-0.05104309070498925
DE134,0.11679129648500863,-0.1392934736370296,0.06899209903527348,0.04856000702197738,-0.15203466014482536,0.2777785626338707,0.16433876165814176,0.14346925399126387,0.28269458629984623,0.20720926334370948,0.17663957209284176,0.18599489571884398,0.33559770353522134,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.009928725311741826,-0.014606327654423712
DE135,-0.007254640143208535,-0.35857827413059606,-0.11249175673348988,-0.07103015903367416,-0.21939437821623442,0.13774175902404662,0.060248251109153994,0.008479449518035809,0.1602900223287087,0.096164404032135,0.09959438072881288,0.0768948307517261,0.22961955503600628,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.043635034313155296,-0.07855349038183512
DE136,0.03899670302619418,-0.2929643201290061,-0.024829990574738225,-0.003044511777835268,-0.1407303680161115,0.17951018501603655,0.08361927878089692,0.05222697061778914,0.18963057163396724,0.16215909436409892,0.1465645864518017,0.19658888871406766,0.302912019683246,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00023204190717907025,-6.8602882128177e-05
DE137,-0.03592989966231641,-0.4063511145784041,-0.23034420315325066,-0.2099245634576834,-0.32527323281913867,0.03718160208866439,0.019398085654681596,-0.016134444635909295,0.09172411147062953,0.05508487682526653,0.007213777953389622,0.0031888632964127694,0.16000428643797004,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.04653945269358206,-0.041005734877548106
DE138,0.18900092450473482,-0.008432347689195208,0.13137674623285833,0.06433170638642904,-0.1411848970804409,0.23124099983846969,0.13986176738089906,0.10556772183275243,0.26634346732932834,0.20907290645131682,0.21048347350514307,0.3104681038898305,0.369962916756883,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.030018281983518635,0.0544430566121441
DE139,0.0908904378950488,-0.1913814410171597,0.04377356110303077,0.05111159639972929,-0.03399156581298057,0.2585292617857995,0.1516207629788,0.13238493119714878,0.2750585616880521,0.19749584434088274,0.18314792453476514,0.1867982011548004,0.3586721730166964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.022355150911321786,0.01809411447320186
DE13A,0.25137306227601885,-0.07889405391263837,0.2078392249516725,0.17575633751905584,-0.06718654348600217,0.32309713468478196,0.2825010635312859,0.2505044655914581,0.38122341935916126,0.31075696085192006,0.2841534520423077,0.32849866563171437,0.49577104085942825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1774271895921773,0.1803844869813902
DE141,-0.057941550807854125,-0.35866859577673427,-0.17675472292341687,-0.09652209492635022,-0.2810315514566647,0.03759103842449374,-0.045864736398346095,-0.04271959738455411,0.07048501381187999,0.026087620429178893,0.043289689034369916,0.08070342523595708,0.12437387366253905,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.16065482830945654,-0.1317183537847212
DE142,-0.08851071181755354,-0.38083235509842484,-0.19040645324050343,-0.1039613483974654,-0.23240631736664275,0.05381612325903151,-0.04007258333745978,-0.06247094301690015,0.04191249582873868,0.036177305448412245,0.06294311673633635,0.08739635411092594,0.11898514748254274,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1525815484338835,-0.13534585663127474
DE143,-0.01974114009611838,-0.3843354360064647,-0.15396525392981597,-0.13212544503331036,-0.27955823307085526,0.11050155180646182,0.04386593512403025,0.00660194091025712,0.11372912237370514,0.08561008125416603,0.09798985101371982,0.13557172996511446,0.2575526221550215,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0439990504440505,-0.05038992848256696
DE144,-0.2152704212330746,-0.4946681629422416,-0.3110417404986139,-0.2429293953647096,-0.34191063386327436,-0.07049835284222328,-0.190985833448722,-0.157447177333924,-0.03206420973880231,-0.06619615294712,-0.07434879610581524,-0.044696841013116106,0.010239013107170347,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2549382391840983,-0.22178296962576316
DE145,0.08187962565334628,-0.17127256542562597,-0.04154798998336928,-0.012512032999572376,-0.17189998629323344,0.15271580427950204,0.06722857716235198,0.051356600393845486,0.20583331026302276,0.14213675377057333,0.15695147242756757,0.2266014072280349,0.2545052276147357,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.05231512633148783,-0.010486426258429216
DE146,0.18134915367701798,-0.13489011583847565,0.049654333909115556,0.08425278011672144,-0.11606394000690712,0.32379545626960726,0.21189080950558026,0.2035041753472724,0.37895204070585686,0.3173419320314621,0.2987572950843471,0.3631530909270315,0.433122553985247,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08707755430568231,0.14462995131166112
DE147,0.16623570106015761,0.06794006700873934,0.12761294313382532,0.034176682959566884,-0.23320341883670936,0.1696209312834438,0.08983134108400193,0.06191469910521907,0.2317873683059597,0.19802376178490677,0.22078497010273024,0.30011709345323445,0.33652035406191794,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.011329439804959707,0.033715113616315184
DE148,-0.022813508513712444,-0.2602776437133141,-0.09162021888750982,-0.10353286869916933,-0.2941804231413192,0.08088279152997324,-0.0009681869891805528,-0.022426419289646282,0.1318168678047189,0.08384745571476926,0.08020511677467046,0.08548444007804168,0.2027502949986384,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.065675350766078,-0.031975370322859464
DE149,0.07868919643138605,-0.22176162229273,-0.03501241320877557,-0.03639713299303804,-0.19673122023161915,0.14773263754995836,0.07065040182595861,0.0445288610069039,0.19614774451648498,0.148039585208813,0.1630029728258593,0.28785570948478045,0.2853168325038471,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.025733484217861924,0.005513697550518559
DE211,-0.26297579360589096,-0.46037874118543465,-0.3446418967524377,-0.24616525311966986,-0.3369258014095373,-0.10241399922820627,-0.21715794372605046,-0.23104659360937274,-0.11725009827664024,-0.11468698728524129,-0.05651452719930139,-0.013071999936039136,-0.015864648569028916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.3103461774338766,-0.300599719724599
DE212,-0.20731733450410683,-0.38070748698266343,-0.29487263324870816,-0.18954150825197325,-0.3386926264343392,-0.08912519013165643,-0.1506272302251177,-0.17806027915631129,-0.06616740868267601,-0.06973392060468753,-0.046200140111663957,-0.007238100297492611,-0.03259511388675962,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.3093378240909115,-0.2736690944537218
DE213,-0.17852689312601866,-0.39275169935687637,-0.23270410595748914,-0.18976335997492555,-0.27796140675849057,-0.05358143375305946,-0.1637589667039847,-0.1879336662096086,-0.051684480351543716,-0.110389848534859,-0.11687823225199812,-0.11844777336879397,-0.02576155229866417,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.25614711614214036,-0.26647349494217787
DE214,0.19968648578722892,-0.15752928665124577,0.14477374719521308,0.16380105799657008,-0.03525181942068489,0.3859088039665717,0.24416207604752493,0.2112568343435035,0.36028684573145253,0.33466171154325597,0.2812821565738304,0.24572472382498778,0.40510620863799596,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08517246012399471,0.06331541280005482
DE215,0.396820948261823,0.3530201497633183,0.4060865463085075,0.27606103697221607,0.06053135498962292,0.25847942714763517,0.26602081438518543,0.26709867028226686,0.27702356013872964,0.19598086849327334,0.1161329577772916,0.17976707831198668,0.3862338847860409,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.18416108783491625,0.14422002643528842
DE216,0.03767735278253315,0.003815233683063024,-0.07838934234504713,-0.10770890382540865,-0.36264658603569666,-0.019797681587287785,-0.04624093233440363,-0.10341924438920291,0.030419032977090588,0.01867044637308779,0.06031657123890133,0.125175725293172,0.0966413917627138,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1593197764300155,-0.1813325203442696
DE217,-0.07374398364440171,-0.23396431102310544,-0.1801264192048263,-0.10892356512751789,-0.3325921465079291,0.06449550743850341,-0.019512962331909134,-0.04315305399491243,0.09884021031941614,0.054131404750932255,0.04776428867178484,0.10630240422476489,0.09812638091029613,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.17325749036672,-0.15371543455015568
DE218,-0.06322340708132523,-0.23948534256753917,-0.155237356325435,-0.07353555422598013,-0.2499839551336167,0.07077339783029934,-0.0008146534996423815,-0.02613436555222448,0.11008145354624355,0.06021661462993433,0.059763159974261404,0.14618107495667876,0.11156843609001288,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.14149312515836032,-0.15118022086448335
DE219,-0.021818642717462144,-0.1629012003484518,-0.10086353142259463,-0.08619936541833251,-0.22948061202789272,0.06367162894367051,-0.005480767725063784,-0.01872756055417024,0.09368600875654765,0.06348295258868109,0.03475638980058604,0.132038936375813,0.11476512553905271,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.13815449501250132,-0.13937805874866782
DE21A,-0.1067771224070515,-0.2995520299419543,-0.15870479003573423,-0.12579745054316072,-0.34941708018495543,-0.014568645482102127,-0.054298412358437576,-0.07293525084498642,-0.0054871501872751915,-0.009137525044925932,-0.005649229081456264,-0.024208441411976978,0.02530000113529285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.17123236325667324,-0.15810192855722716
DE21B,-0.04658266249873211,-0.24839447433711448,-0.11340537968927089,-0.04410489166446274,-0.2845472939705084,0.11450450380953114,0.0075286180287781335,-0.020030521821719383,0.13795779177684975,0.08084692559200368,0.08601150611849073,0.1149366215152614,0.13092547307357028,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1470713791871413,-0.0756982673564045
DE21C,-0.1095933090826694,-0.3015253912601853,-0.23273420239945342,-0.15917847093624493,-0.35908577028546806,-0.010499182977514065,-0.05353623800627905,-0.08458329455654867,0.05166238244374455,-0.00026767129964400116,-0.0020009138789350844,0.02305941666642064,0.04338877837377009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.19950538397337436,-0.1999425429208428
DE21D,0.5764021702397886,0.6719392251834866,0.528422494748872,0.2887394112105992,-0.08489908479301778,0.32691640785752263,0.32468446647870275,0.305593826477371,0.4328372760527568,0.3552663309206687,0.37128350920387265,0.35410479422995333,0.576024383289278,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2951123053342668,0.2986047927985471
DE21E,-0.17222560832669132,-0.2964320994429658,-0.2982733136253696,-0.28407950570560236,-0.5065303335406455,-0.13497422194816988,-0.17952750931716255,-0.1991685811180396,-0.06969788436736823,-0.11555422540372817,-0.13682693961809733,-0.04918517616460871,-0.060654642618570453,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.34180089697429095,-0.3455358119618047
DE21F,0.10796729542980299,0.1383577673326426,0.04388385279352813,-0.058707677486520504,-0.29994311913954774,0.09681127134410072,0.08803506164830477,0.05044176349915208,0.1525650774389018,0.13512225071327966,0.1261867395932066,0.18685362658576943,0.24286160056562123,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00577446036517526,-0.01982936745984132
DE21G,0.013481750557566174,-0.23726427862492105,-0.03485902720527623,-0.027656597574299835,-0.21815912159580164,0.17952422012937808,0.04081922576062502,-0.0006644052404546352,0.12361995849499241,0.0879109645507008,0.049979956139316606,0.09558505082414093,0.1599532656207423,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.08624532801163554,-0.13809278970071714
DE21H,-0.1639969488939741,-0.34979161339810794,-0.25384121970508067,-0.13324462407895332,-0.3051721371898779,-0.000462247220689993,-0.08526882932232316,-0.115176999077232,0.021966249041165842,-0.018427420836905073,0.025882015652924473,0.11308275135197698,0.03980505338502205,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.23416740944633607,-0.223288456836652
DE21I,0.10318419087841635,-0.10870027880051925,-0.02358212965213724,-0.003742313877589609,-0.16171962000082485,0.24159443273735826,0.109252899146421,0.10196652706257825,0.23684565234355603,0.1934802911863669,0.1570485289944188,0.21794959924110158,0.29521047410078705,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.052589167638735,-0.0499850996401483
DE21J,-0.0876353555120678,-0.2476144690645805,-0.18491825528624517,-0.1241186621743775,-0.269559902200489,0.05639804440217544,-0.043627233791168174,-0.06139921722113506,0.0736928747286687,0.014981908823078482,0.0327389267811653,0.0415747311507344,0.10148378755906906,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.18276965490080244,-0.18098825831702547
DE21K,0.07949154756181276,0.005597670198442817,0.030271890615474417,-0.026179363804924805,-0.21497899746151694,0.04911927153306461,0.042496783005237404,-0.006195860903686956,0.07577269800386355,0.05772983449094715,0.0343397468851625,0.07878873458894109,0.14497686221824146,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.06740591701282284,-0.09377579292846483
DE21L,-0.018070865552879956,0.014532100509510704,-0.17978311762351262,-0.1465562632083841,-0.45034260711632135,-0.001370851848663257,-0.025601302543726945,-0.05418866569945702,0.08923801043124291,0.06772419063330148,0.09213952381295853,0.21741301160107396,0.13215806517837625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.14961634497967813,-0.16687955249106323
DE21M,0.17042553066603006,0.07081162455268353,0.13306733262527382,0.06910182027547718,-0.24229077051807102,0.1662916980900897,0.13790638102893582,0.09685718925539466,0.20158784224181803,0.17652878644353232,0.14173789804685777,0.13972924759098082,0.28251505683678624,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.019635454417977316,-0.018565729412662435
DE21N,0.03974229848523314,-0.10294215273145702,-0.12272572248388447,-0.17007189283753243,-0.40759194072376703,0.025625592820296195,0.005365532331032208,-0.06047654237152733,0.12284522955240207,0.06916340410899058,0.02428139086462955,0.09677613875342028,0.17035094961539543,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1301772744024352,-0.13415771948996102
DE221,-0.21952892750971875,-0.43318212766709996,-0.27051955363271096,-0.23697980502705862,-0.36955650854737343,-0.044125010241517715,-0.12852862324554482,-0.1579067724192713,-0.02799957556304211,-0.1023914736752809,-0.10919144683498949,-0.09068162265464408,0.008338871339226284,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.23205916724289222,-0.18653138677931969
DE222,0.23012950577390345,-0.02457259007629342,0.28767464273633014,0.22792941922304788,0.04588582203321834,0.34051715156860984,0.27566969958826815,0.2120124746374088,0.39297349223144185,0.3082647740255431,0.2760187370126439,0.34707734895290066,0.4143949548898813,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10643394500076253,0.10094311264747868
DE223,0.02709395931911751,-0.28913811645414045,-0.058624921428357624,-0.05281026854163928,-0.1557503331112592,0.2259062684289035,0.10322355191524846,0.07819701345787511,0.21299605228880414,0.13267083719955708,0.08131452519676996,0.21675133244503675,0.2782391507961286,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.049542645544165986,-0.043181957844281915
DE224,0.10858155883375153,-0.0725215836172316,0.07756021506609034,0.047509744180939784,-0.0722405793627694,0.1971283925584879,0.11688330651496526,0.11638828611232,0.23421766865447946,0.1813674351419825,0.1355642018006149,0.24467119793182568,0.2666455724811283,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.009336296495311425,0.09096166146315543
DE225,0.2913127378311602,0.10527394560504533,0.28751988038786,0.19456262191430684,-0.12055648914167527,0.2578367031612132,0.15148330249868613,0.12264603509531291,0.2384706346078045,0.17208903482091165,0.13844000134526135,0.2422655980696311,0.28186769881464246,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06551582645252774,0.11228335948348933
DE226,-0.023067721722104584,-0.12180153616667655,-0.08225171035740086,-0.09767666418510024,-0.23136801370015347,0.07802551746523179,0.01872447621459128,0.0012610095207838956,0.08272977305206197,0.06316888458517722,0.017108066073547645,0.13298934679625463,0.13504210702782515,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.10278335053855592,-0.09174897806362103
DE227,0.0035902383063044496,-0.24486334801017573,-0.0878604651162791,-0.06312068781171976,-0.23761843667572458,0.1761391438876958,0.07615796194476387,0.04532773635083687,0.20085613294829696,0.11079844961240304,0.08542614011585115,0.09752647642422851,0.22836498313735953,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.06584473970260774,-0.04216248631172759
DE228,0.3660927359100743,0.13220697191301323,0.34955638773180353,0.26428825549566914,0.12059528605111702,0.42026147200106223,0.34548567422799015,0.30451858955773137,0.4376598580640514,0.3531499867431256,0.28585707751174394,0.33957953626732107,0.49491898351218455,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22239547758564915,0.2358788500568727
