origin,2021-06-03,2021-06-04,2021-06-05,2021-06-06,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-19,2021-06-20,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-26,2021-06-27,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-03,2021-07-04,2021-07-05,2021-07-06
DE,-0.221520328306533,-0.05703779908889495,-0.05948369471506121,-0.12773946037948292,0.15662692599675254,0.022692369428627845,0.0670787276813547,0.08469619587231536,0.0219098717884334,-0.008383100357047146,0.034620665339661905,0.20626997905300604,0.05118343077859189,0.017920402758539344,0.0824566640564035,0.017813784461905513,-0.002689876922510437,-0.02879178307154251,0.17374437284915767,0.02274869005012503,0.0028214789666189954,0.054194278063634194,-0.005031462298625056,0.008249289467861631,0.020623572542685986,0.17510719118917661,-0.0011170724888693861,-0.009191036456864365,0.04231875473321023,0.06605454294037649,0.07420881836075188,0.04809626922525201,0.044910252448281174,0.04592012382568078
